SKU,description,normalPrice,specialPrice
1698,"description for 1698",1698.09,1698.01
1699,"description for 1699",1699.09,1699.01
1700,"description for 1700",1700.09,1700.01
1701,"description for 1701",1701.09,1701.01
1702,"description for 1702",1702.09,1702.01
1703,"description for 1703",1703.09,1703.01
1704,"description for 1704",1704.09,1704.01
1705,"description for 1705",1705.09,1705.01
1706,"description for 1706",1706.09,1706.01
1707,"description for 1707",1707.09,1707.01
1708,"description for 1708",1708.09,1708.01
1709,"description for 1709",1709.09,1709.01
1710,"description for 1710",1710.09,1710.01
1711,"description for 1711",1711.09,1711.01
1712,"description for 1712",1712.09,1712.01
1713,"description for 1713",1713.09,1713.01
1714,"description for 1714",1714.09,1714.01
1715,"description for 1715",1715.09,1715.01
1716,"description for 1716",1716.09,1716.01
1717,"description for 1717",1717.09,1717.01
1718,"description for 1718",1718.09,1718.01
1719,"description for 1719",1719.09,1719.01
1720,"description for 1720",1720.09,1720.01
1721,"description for 1721",1721.09,1721.01
1722,"description for 1722",1722.09,1722.01
1723,"description for 1723",1723.09,1723.01
1724,"description for 1724",1724.09,1724.01
1725,"description for 1725",1725.09,1725.01
1726,"description for 1726",1726.09,1726.01
1727,"description for 1727",1727.09,1727.01
1728,"description for 1728",1728.09,1728.01
1729,"description for 1729",1729.09,1729.01
1730,"description for 1730",1730.09,1730.01
1731,"description for 1731",1731.09,1731.01
1732,"description for 1732",1732.09,1732.01
1733,"description for 1733",1733.09,1733.01
1734,"description for 1734",1734.09,1734.01
1735,"description for 1735",1735.09,1735.01
1736,"description for 1736",1736.09,1736.01
1737,"description for 1737",1737.09,1737.01
1738,"description for 1738",1738.09,1738.01
1739,"description for 1739",1739.09,1739.01
1740,"description for 1740",1740.09,1740.01
1741,"description for 1741",1741.09,1741.01
1742,"description for 1742",1742.09,1742.01
1743,"description for 1743",1743.09,1743.01
1744,"description for 1744",1744.09,1744.01
1745,"description for 1745",1745.09,1745.01
1746,"description for 1746",1746.09,1746.01
1747,"description for 1747",1747.09,1747.01
1748,"description for 1748",1748.09,1748.01
1749,"description for 1749",1749.09,1749.01
1750,"description for 1750",1750.09,1750.01
1751,"description for 1751",1751.09,1751.01
1752,"description for 1752",1752.09,1752.01
1753,"description for 1753",1753.09,1753.01
1754,"description for 1754",1754.09,1754.01
1755,"description for 1755",1755.09,1755.01
1756,"description for 1756",1756.09,1756.01
1757,"description for 1757",1757.09,1757.01
1758,"description for 1758",1758.09,1758.01
1759,"description for 1759",1759.09,1759.01
1760,"description for 1760",1760.09,1760.01
1761,"description for 1761",1761.09,1761.01
1762,"description for 1762",1762.09,1762.01
1763,"description for 1763",1763.09,1763.01
1764,"description for 1764",1764.09,1764.01
1765,"description for 1765",1765.09,1765.01
1766,"description for 1766",1766.09,1766.01
1767,"description for 1767",1767.09,1767.01
1768,"description for 1768",1768.09,1768.01
1769,"description for 1769",1769.09,1769.01
1770,"description for 1770",1770.09,1770.01
1771,"description for 1771",1771.09,1771.01
1772,"description for 1772",1772.09,1772.01
1773,"description for 1773",1773.09,1773.01
1774,"description for 1774",1774.09,1774.01
1775,"description for 1775",1775.09,1775.01
1776,"description for 1776",1776.09,1776.01
1777,"description for 1777",1777.09,1777.01
1778,"description for 1778",1778.09,1778.01
1779,"description for 1779",1779.09,1779.01
1780,"description for 1780",1780.09,1780.01
1781,"description for 1781",1781.09,1781.01
1782,"description for 1782",1782.09,1782.01
1783,"description for 1783",1783.09,1783.01
1784,"description for 1784",1784.09,1784.01
1785,"description for 1785",1785.09,1785.01
1786,"description for 1786",1786.09,1786.01
1787,"description for 1787",1787.09,1787.01
1788,"description for 1788",1788.09,1788.01
1789,"description for 1789",1789.09,1789.01
1790,"description for 1790",1790.09,1790.01
1791,"description for 1791",1791.09,1791.01
1792,"description for 1792",1792.09,1792.01
1793,"description for 1793",1793.09,1793.01
1794,"description for 1794",1794.09,1794.01
1795,"description for 1795",1795.09,1795.01
1796,"description for 1796",1796.09,1796.01
1797,"description for 1797",1797.09,1797.01
1798,"description for 1798",1798.09,1798.01
1799,"description for 1799",1799.09,1799.01
1800,"description for 1800",1800.09,1800.01
1801,"description for 1801",1801.09,1801.01
1802,"description for 1802",1802.09,1802.01
1803,"description for 1803",1803.09,1803.01
1804,"description for 1804",1804.09,1804.01
1805,"description for 1805",1805.09,1805.01
1806,"description for 1806",1806.09,1806.01
1807,"description for 1807",1807.09,1807.01
1808,"description for 1808",1808.09,1808.01
1809,"description for 1809",1809.09,1809.01
1810,"description for 1810",1810.09,1810.01
1811,"description for 1811",1811.09,1811.01
1812,"description for 1812",1812.09,1812.01
1813,"description for 1813",1813.09,1813.01
1814,"description for 1814",1814.09,1814.01
1815,"description for 1815",1815.09,1815.01
1816,"description for 1816",1816.09,1816.01
1817,"description for 1817",1817.09,1817.01
1818,"description for 1818",1818.09,1818.01
1819,"description for 1819",1819.09,1819.01
1820,"description for 1820",1820.09,1820.01
1821,"description for 1821",1821.09,1821.01
1822,"description for 1822",1822.09,1822.01
1823,"description for 1823",1823.09,1823.01
1824,"description for 1824",1824.09,1824.01
1825,"description for 1825",1825.09,1825.01
1826,"description for 1826",1826.09,1826.01
1827,"description for 1827",1827.09,1827.01
1828,"description for 1828",1828.09,1828.01
1829,"description for 1829",1829.09,1829.01
1830,"description for 1830",1830.09,1830.01
1831,"description for 1831",1831.09,1831.01
1832,"description for 1832",1832.09,1832.01
1833,"description for 1833",1833.09,1833.01
1834,"description for 1834",1834.09,1834.01
1835,"description for 1835",1835.09,1835.01
1836,"description for 1836",1836.09,1836.01
1837,"description for 1837",1837.09,1837.01
1838,"description for 1838",1838.09,1838.01
1839,"description for 1839",1839.09,1839.01
1840,"description for 1840",1840.09,1840.01
1841,"description for 1841",1841.09,1841.01
1842,"description for 1842",1842.09,1842.01
1843,"description for 1843",1843.09,1843.01
1844,"description for 1844",1844.09,1844.01
1845,"description for 1845",1845.09,1845.01
1846,"description for 1846",1846.09,1846.01
1847,"description for 1847",1847.09,1847.01
1848,"description for 1848",1848.09,1848.01
1849,"description for 1849",1849.09,1849.01
1850,"description for 1850",1850.09,1850.01
1851,"description for 1851",1851.09,1851.01
1852,"description for 1852",1852.09,1852.01
1853,"description for 1853",1853.09,1853.01
1854,"description for 1854",1854.09,1854.01
1855,"description for 1855",1855.09,1855.01
1856,"description for 1856",1856.09,1856.01
1857,"description for 1857",1857.09,1857.01
1858,"description for 1858",1858.09,1858.01
1859,"description for 1859",1859.09,1859.01
1860,"description for 1860",1860.09,1860.01
1861,"description for 1861",1861.09,1861.01
1862,"description for 1862",1862.09,1862.01
1863,"description for 1863",1863.09,1863.01
1864,"description for 1864",1864.09,1864.01
1865,"description for 1865",1865.09,1865.01
1866,"description for 1866",1866.09,1866.01
1867,"description for 1867",1867.09,1867.01
1868,"description for 1868",1868.09,1868.01
1869,"description for 1869",1869.09,1869.01
1870,"description for 1870",1870.09,1870.01
1871,"description for 1871",1871.09,1871.01
1872,"description for 1872",1872.09,1872.01
1873,"description for 1873",1873.09,1873.01
1874,"description for 1874",1874.09,1874.01
1875,"description for 1875",1875.09,1875.01
1876,"description for 1876",1876.09,1876.01
1877,"description for 1877",1877.09,1877.01
1878,"description for 1878",1878.09,1878.01
1879,"description for 1879",1879.09,1879.01
1880,"description for 1880",1880.09,1880.01
1881,"description for 1881",1881.09,1881.01
1882,"description for 1882",1882.09,1882.01
1883,"description for 1883",1883.09,1883.01
1884,"description for 1884",1884.09,1884.01
1885,"description for 1885",1885.09,1885.01
1886,"description for 1886",1886.09,1886.01
1887,"description for 1887",1887.09,1887.01
1888,"description for 1888",1888.09,1888.01
1889,"description for 1889",1889.09,1889.01
1890,"description for 1890",1890.09,1890.01
1891,"description for 1891",1891.09,1891.01
1892,"description for 1892",1892.09,1892.01
1893,"description for 1893",1893.09,1893.01
1894,"description for 1894",1894.09,1894.01
1895,"description for 1895",1895.09,1895.01
1896,"description for 1896",1896.09,1896.01
1897,"description for 1897",1897.09,1897.01
1898,"description for 1898",1898.09,1898.01
1899,"description for 1899",1899.09,1899.01
1900,"description for 1900",1900.09,1900.01
1901,"description for 1901",1901.09,1901.01
1902,"description for 1902",1902.09,1902.01
1903,"description for 1903",1903.09,1903.01
1904,"description for 1904",1904.09,1904.01
1905,"description for 1905",1905.09,1905.01
1906,"description for 1906",1906.09,1906.01
1907,"description for 1907",1907.09,1907.01
1908,"description for 1908",1908.09,1908.01
1909,"description for 1909",1909.09,1909.01
1910,"description for 1910",1910.09,1910.01
1911,"description for 1911",1911.09,1911.01
1912,"description for 1912",1912.09,1912.01
1913,"description for 1913",1913.09,1913.01
1914,"description for 1914",1914.09,1914.01
1915,"description for 1915",1915.09,1915.01
1916,"description for 1916",1916.09,1916.01
1917,"description for 1917",1917.09,1917.01
1918,"description for 1918",1918.09,1918.01
1919,"description for 1919",1919.09,1919.01
1920,"description for 1920",1920.09,1920.01
1921,"description for 1921",1921.09,1921.01
1922,"description for 1922",1922.09,1922.01
1923,"description for 1923",1923.09,1923.01
1924,"description for 1924",1924.09,1924.01
1925,"description for 1925",1925.09,1925.01
1926,"description for 1926",1926.09,1926.01
1927,"description for 1927",1927.09,1927.01
1928,"description for 1928",1928.09,1928.01
1929,"description for 1929",1929.09,1929.01
1930,"description for 1930",1930.09,1930.01
1931,"description for 1931",1931.09,1931.01
1932,"description for 1932",1932.09,1932.01
1933,"description for 1933",1933.09,1933.01
1934,"description for 1934",1934.09,1934.01
1935,"description for 1935",1935.09,1935.01
1936,"description for 1936",1936.09,1936.01
1937,"description for 1937",1937.09,1937.01
1938,"description for 1938",1938.09,1938.01
1939,"description for 1939",1939.09,1939.01
1940,"description for 1940",1940.09,1940.01
1941,"description for 1941",1941.09,1941.01
1942,"description for 1942",1942.09,1942.01
1943,"description for 1943",1943.09,1943.01
1944,"description for 1944",1944.09,1944.01
1945,"description for 1945",1945.09,1945.01
1946,"description for 1946",1946.09,1946.01
1947,"description for 1947",1947.09,1947.01
1948,"description for 1948",1948.09,1948.01
1949,"description for 1949",1949.09,1949.01
1950,"description for 1950",1950.09,1950.01
1951,"description for 1951",1951.09,1951.01
1952,"description for 1952",1952.09,1952.01
1953,"description for 1953",1953.09,1953.01
1954,"description for 1954",1954.09,1954.01
1955,"description for 1955",1955.09,1955.01
1956,"description for 1956",1956.09,1956.01
1957,"description for 1957",1957.09,1957.01
1958,"description for 1958",1958.09,1958.01
1959,"description for 1959",1959.09,1959.01
1960,"description for 1960",1960.09,1960.01
1961,"description for 1961",1961.09,1961.01
1962,"description for 1962",1962.09,1962.01
1963,"description for 1963",1963.09,1963.01
1964,"description for 1964",1964.09,1964.01
1965,"description for 1965",1965.09,1965.01
1966,"description for 1966",1966.09,1966.01
1967,"description for 1967",1967.09,1967.01
1968,"description for 1968",1968.09,1968.01
1969,"description for 1969",1969.09,1969.01
1970,"description for 1970",1970.09,1970.01
1971,"description for 1971",1971.09,1971.01
1972,"description for 1972",1972.09,1972.01
1973,"description for 1973",1973.09,1973.01
1974,"description for 1974",1974.09,1974.01
1975,"description for 1975",1975.09,1975.01
1976,"description for 1976",1976.09,1976.01
1977,"description for 1977",1977.09,1977.01
1978,"description for 1978",1978.09,1978.01
1979,"description for 1979",1979.09,1979.01
1980,"description for 1980",1980.09,1980.01
1981,"description for 1981",1981.09,1981.01
1982,"description for 1982",1982.09,1982.01
1983,"description for 1983",1983.09,1983.01
1984,"description for 1984",1984.09,1984.01
1985,"description for 1985",1985.09,1985.01
1986,"description for 1986",1986.09,1986.01
1987,"description for 1987",1987.09,1987.01
1988,"description for 1988",1988.09,1988.01
1989,"description for 1989",1989.09,1989.01
1990,"description for 1990",1990.09,1990.01
1991,"description for 1991",1991.09,1991.01
1992,"description for 1992",1992.09,1992.01
1993,"description for 1993",1993.09,1993.01
1994,"description for 1994",1994.09,1994.01
1995,"description for 1995",1995.09,1995.01
1996,"description for 1996",1996.09,1996.01
1997,"description for 1997",1997.09,1997.01
1998,"description for 1998",1998.09,1998.01
1999,"description for 1999",1999.09,1999.01
2000,"description for 2000",2000.09,2000.01
2001,"description for 2001",2001.09,2001.01
2002,"description for 2002",2002.09,2002.01
2003,"description for 2003",2003.09,2003.01
2004,"description for 2004",2004.09,2004.01
2005,"description for 2005",2005.09,2005.01
2006,"description for 2006",2006.09,2006.01
2007,"description for 2007",2007.09,2007.01
2008,"description for 2008",2008.09,2008.01
2009,"description for 2009",2009.09,2009.01
2010,"description for 2010",2010.09,2010.01
2011,"description for 2011",2011.09,2011.01
2012,"description for 2012",2012.09,2012.01
2013,"description for 2013",2013.09,2013.01
2014,"description for 2014",2014.09,2014.01
2015,"description for 2015",2015.09,2015.01
2016,"description for 2016",2016.09,2016.01
2017,"description for 2017",2017.09,2017.01
2018,"description for 2018",2018.09,2018.01
2019,"description for 2019",2019.09,2019.01
2020,"description for 2020",2020.09,2020.01
2021,"description for 2021",2021.09,2021.01
